year	orgnr	organisasjon_navn	medlemmer
"2017"	"880883542"	"Pinsemenigheten Betel Tana"	"23"
"2010"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"107"
"2011"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"102"
"2012"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"96"
"2013"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"95"
"2014"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"92"
"2015"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"90"
"2016"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"92"
"2017"	"880928082"	"Kristent Fellesskap Sotra/Øygarden"	"90"
"2010"	"881009102"	"Betel Menighetssenter"	"58"
"2011"	"881009102"	"Betel Menighetssenter"	"53"
"2012"	"881009102"	"Betel Menighetssenter"	"46"
"2013"	"881009102"	"Betel Menighetssenter"	"50"
"2014"	"881009102"	"Betel Menighetssenter"	"51"
"2015"	"881009102"	"Betel Menighetssenter"	"51"
"2016"	"881009102"	"Betel Menighetssenter"	"53"
"2017"	"881009102"	"Betel Menighetssenter"	"51"
"2010"	"881525992"	"Sanatan Mandir Sabha"	"993"
"2011"	"881525992"	"Sanatan Mandir Sabha"	"1114"
"2012"	"881525992"	"Sanatan Mandir Sabha"	"1165"
"2013"	"881525992"	"Sanatan Mandir Sabha"	"1183"
"2014"	"881525992"	"Sanatan Mandir Sabha"	"1220"
"2015"	"881525992"	"Sanatan Mandir Sabha"	"1360"
"2016"	"881525992"	"Sanatan Mandir Sabha"	"1386"
"2017"	"881525992"	"Sanatan Mandir Sabha"	"1477"
"2010"	"883224582"	"Falah-Ul-Muslimeen"	"272"
"2011"	"883224582"	"Falah-Ul-Muslimeen"	"304"
"2012"	"883224582"	"Falah-Ul-Muslimeen"	"320"
"2013"	"883224582"	"Falah-Ul-Muslimeen"	"48"
"2014"	"883224582"		"—"
"2015"	"883224582"	"Falah-Ul-Muslimeen"	"322"
"2016"	"883224582"	"Falah-Ul-Muslimeen"	"436"
"2017"	"883224582"	"Falah-Ul-Muslimeen"	"483"
"2010"	"883418352"	"Smyrna Menigheten"	"31"
"2011"	"883418352"	"Smyrna Menigheten"	"30"
"2012"	"883418352"	"Smyrna Menigheten"	"30"
"2013"	"883418352"	"Smyrna Menigheten"	"29"
"2014"	"883418352"	"Smyrna Menigheten"	"28"
"2015"	"883418352"	"Smyrna Menigheten"	"28"
"2016"	"883418352"	"Smyrna Menigheten"	"26"
"2017"	"883418352"	"Smyrna Menigheten"	"26"
"2010"	"884321972"		"—"
"2011"	"884321972"	"Islamsk Senter Vestfold"	"181"
"2012"	"884321972"	"Islamsk Senter Vestfold"	"180"
"2013"	"884321972"	"Islamsk Senter Vestfold"	"175"
"2014"	"884321972"	"Islamsk Senter Vestfold"	"209"
"2015"	"884321972"	"Islamsk Senter Vestfold"	"194"
"2016"	"884321972"	"Islamsk Senter Vestfold"	"204"
"2017"	"884321972"	"Islamsk Senter Vestfold"	"218"
"2010"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1060"
"2011"	"885286372"	"Trondheim Mevlana Kultur Forening"	"963"
"2012"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1155"
"2013"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1181"
"2014"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1210"
"2015"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1251"
"2016"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1258"
"2017"	"885286372"	"Trondheim Mevlana Kultur Forening"	"1288"
"2010"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"111"
"2011"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"111"
"2012"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"115"
"2013"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"110"
"2014"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"113"
"2015"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"116"
"2016"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"118"
"2017"	"885307612"	"Den Alevitiske Kultur Senter i Norge"	"120"
"2010"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"112"
"2011"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"113"
"2012"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"0"
"2013"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"146"
"2014"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"154"
"2015"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"154"
"2016"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"158"
"2017"	"886611072"	"Russisk Ortodokse Hellige Trifon Menighet i Sør-Varanger"	"157"
"2010"	"888028382"	"Hedmark Islamiske Kultur Senter"	"402"
"2011"	"888028382"	"Hedmark Islamiske Kultur Senter"	"448"
"2012"	"888028382"	"Hedmark Islamiske Kultur Senter"	"527"
"2013"	"888028382"	"Hedmark Islamiske Kultur Senter"	"647"
"2014"	"888028382"	"Hedmark Islamiske Kultur Senter"	"546"
"2015"	"888028382"	"Hedmark Islamiske Kultur Senter"	"586"
"2016"	"888028382"	"Hedmark Islamiske Kultur Senter"	"694"
"2017"	"888028382"	"Hedmark Islamiske Kultur Senter"	"751"
"2010"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"37"
"2011"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"38"
"2012"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"36"
"2013"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"31"
"2014"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"31"
"2015"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"30"
"2016"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"28"
"2017"	"888166882"	"Betel Pinsemenighet, Vestfossen"	"34"
"2010"	"888181482"	"Anjuman Muslemin"	"116"
"2011"	"888181482"	"Anjuman Muslemin"	"120"
"2012"	"888181482"	"Anjuman Muslemin"	"129"
"2013"	"888181482"	"Anjuman Muslemin"	"142"
"2014"	"888181482"	"Anjuman Muslemin"	"151"
"2015"	"888181482"	"Anjuman Muslemin"	"168"
"2016"	"888181482"	"Anjuman Muslemin"	"235"
"2017"	"888181482"	"Det Muslimske Trossamfunnet Mandal"	"241"
"2010"	"888477322"	"The Christian Faith Gospel Church"	"60"
"2011"	"888477322"	"The Christian Faith Gospel Church"	"53"
"2012"	"888477322"	"The Christian Faith Gospel Church"	"46"
"2013"	"888477322"	"The Christian Faith Gospel Church"	"40"
"2014"	"888477322"	"The Christian Faith Gospel Church"	"36"
"2015"	"888477322"	"The Christian Faith Gospel Church"	"35"
"2016"	"888477322"	"The Christian Faith Gospel Church"	"39"
"2017"	"888477322"	"The Christian Faith Gospel Church"	"39"
"2010"	"888563482"	"Vest-Telemark Muslimske Trudomssamfunn"	"40"
"2011"	"888563482"	"Vest-Telemark Muslimske Trudomssamfunn"	"44"
"2012"	"888563482"		"—"
"2013"	"888563482"		"—"
"2014"	"888563482"		"—"
"2015"	"888563482"	"Vest-Telemark Muslimske Trudomssamfunn"	"85"
"2016"	"888563482"	"Vest-Telemark Muslimske Trudomssamfunn"	"154"
"2017"	"888563482"	"Vest-Telemark Muslimske Trudomssamfunn"	"223"
"2010"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"447"
"2011"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"484"
"2012"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"560"
"2013"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"610"
"2014"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"718"
"2015"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"783"
"2016"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"512"
"2017"	"888792732"	"Al-Ghadir Islamsk Senter i Østfold"	"682"
"2010"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"92"
"2011"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"95"
"2012"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"106"
"2013"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"115"
"2014"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"114"
"2015"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"91"
"2016"	"889315482"	"Den Frie Evangeliske Forsamling Eben Eser Byremo"	"91"
"2017"	"889315482"		"—"
"2010"	"889532602"	"Ringsaker Pinsemenighet"	"14"
"2011"	"889532602"	"Ringsaker Pinsemenighet"	"36"
"2012"	"889532602"	"Ringsaker Pinsemenighet"	"37"
"2013"	"889532602"	"Ringsaker Pinsemenighet"	"37"
"2014"	"889532602"	"Ringsaker Pinsemenighet"	"31"
"2015"	"889532602"	"Ringsaker Pinsemenighet"	"33"
"2016"	"889532602"	"Ringsaker Pinsemenighet"	"32"
"2017"	"889532602"	"Ringsaker Pinsemenighet"	"29"
"2010"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"51"
"2011"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"52"
"2012"	"889585692"		"—"
"2013"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"65"
"2014"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"67"
"2015"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"58"
"2016"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"75"
"2017"	"889585692"	"Anjumane Islah-Ul Muslimin Lier"	"81"
"2010"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"837"
"2011"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"978"
"2012"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"1026"
"2013"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"984"
"2014"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"1039"
"2015"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"1038"
"2016"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"1029"
"2017"	"889587172"	"Det Islamske Samarbeidssenteret i Norge (Dissn)"	"1058"
"2010"	"889761032"	"Alnor"	"388"
"2011"	"889761032"	"Alnor"	"398"
"2012"	"889761032"	"Alnor"	"372"
"2013"	"889761032"	"Alnor"	"417"
"2014"	"889761032"	"Alnor"	"470"
"2015"	"889761032"	"Alnor"	"430"
"2016"	"889761032"	"Alnor"	"546"
"2017"	"889761032"	"Alnor"	"717"
"2010"	"889941332"	"Kongsberg Islamsk Kultursenter"	"151"
"2011"	"889941332"	"Kongsberg Islamsk Kultursenter"	"170"
"2012"	"889941332"	"Kongsberg Islamsk Kultursenter"	"175"
"2013"	"889941332"	"Kongsberg Islamsk Kultursenter"	"206"
"2014"	"889941332"	"Kongsberg Islamsk Kultursenter"	"227"
"2015"	"889941332"	"Kongsberg Islamsk Kultursenter"	"251"
"2016"	"889941332"	"Kongsberg Islamsk Kultursenter"	"282"
"2017"	"889941332"	"Kongsberg Islamsk Kultursenter"	"271"
"2010"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"150"
"2011"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"150"
"2012"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"155"
"2013"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"145"
"2014"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"185"
"2015"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"180"
"2016"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"173"
"2017"	"891039042"	"Alkawther Islamsenter Raed Ali Sebhan"	"177"
"2010"	"891388322"	"Presbyterian-Methodist Church"	"59"
"2011"	"891388322"		"—"
"2012"	"891388322"	"Presbyterian-Methodist Church"	"56"
"2013"	"891388322"	"Presbyterian-Methodist Church"	"62"
"2014"	"891388322"		"—"
"2015"	"891388322"	"Presbyterian-Methodist Church"	"64"
"2016"	"891388322"	"Presbyterian-Methodist Church"	"72"
"2017"	"891388322"	"Presbyterian-Methodist Church"	"72"
"2010"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"56"
"2011"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"53"
"2012"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"39"
"2013"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"53"
"2014"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"54"
"2015"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"56"
"2016"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"46"
"2017"	"892115842"	"Den Etiopiske Ortodokse Tewahedokirken i Tromsø"	"58"
"2010"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"276"
"2011"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"311"
"2012"	"892447772"		"—"
"2013"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"368"
"2014"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"435"
"2015"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"550"
"2016"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"662"
"2017"	"892447772"	"Norges Saivite Hindu Kultur Senter"	"716"
"2010"	"892909512"		"—"
"2011"	"892909512"		"—"
"2012"	"892909512"		"—"
"2013"	"892909512"		"—"
"2014"	"892909512"		"—"
"2015"	"892909512"		"—"
"2016"	"892909512"		"—"
"2017"	"892909512"	"Karasjok Pinsemenighet"	"17"
"2010"	"893835792"		"—"
"2011"	"893835792"		"—"
"2012"	"893835792"	"Ethiopian Evangelical Church in Oslo"	"99"
"2013"	"893835792"	"Ethiopian Evangelical Church in Oslo"	"98"
"2014"	"893835792"	"Ethiopian Evangelical Church in Oslo"	"101"
"2015"	"893835792"		"—"
"2016"	"893835792"	"Ethiopian Evangelical Church in Oslo"	"114"
"2017"	"893835792"	"Ethiopian Evangelical Church in Oslo"	"7"
"2010"	"893893202"		"—"
"2011"	"893893202"		"—"
"2012"	"893893202"		"—"
"2013"	"893893202"		"—"
"2014"	"893893202"		"—"
"2015"	"893893202"		"—"
"2016"	"893893202"	"Alta Islamisk Forening"	"49"
"2017"	"893893202"		"—"
"2010"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"34"
"2011"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"46"
"2012"	"893911332"		"—"
"2013"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"62"
"2014"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"81"
"2015"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"93"
"2016"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"94"
"2017"	"893911332"	"St. Maria Etiopisk Ortodoks Tewahedo Menighet Kristiansand"	"101"
"2010"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"103"
"2011"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"148"
"2012"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"144"
"2013"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"128"
"2014"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"128"
"2015"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"133"
"2016"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"131"
"2017"	"895385212"	"Sunndal Muslimisk Trossamfunn (Smt)"	"222"
"2010"	"895928062"		"—"
"2011"	"895928062"	"The Sunnah Central Council"	"63"
"2012"	"895928062"	"The Sunnah Central Council"	"65"
"2013"	"895928062"	"The Sunnah Central Council"	"43"
"2014"	"895928062"	"The Sunnah Central Council"	"44"
"2015"	"895928062"	"The Sunnah Central Council"	"43"
"2016"	"895928062"	"The Sunnah Central Council"	"42"
"2017"	"895928062"	"The Sunnah Central Council"	"39"
"2010"	"898756432"		"—"
"2011"	"898756432"		"—"
"2012"	"898756432"		"—"
"2013"	"898756432"	"Disippelnettverk for Alle Grenland (Dna Grenland)"	"10"
"2014"	"898756432"	"Disippelnettverk for Alle Grenland (Dna Grenland)"	"13"
"2015"	"898756432"		"—"
"2016"	"898756432"	"Disippelnettverk for Alle Grenland (Dna Grenland)"	"14"
"2017"	"898756432"	"Disippelnettverk for Alle Grenland (Dna Grenland)"	"15"
"2010"	"911567075"		"—"
"2011"	"911567075"		"—"
"2012"	"911567075"		"—"
"2013"	"911567075"		"—"
"2014"	"911567075"		"—"
"2015"	"911567075"		"—"
"2016"	"911567075"		"—"
"2017"	"911567075"	"Tønsberg Internasjonale Kirke (Tik)"	"70"
"2010"	"911589370"		"—"
"2011"	"911589370"		"—"
"2012"	"911589370"		"—"
"2013"	"911589370"		"—"
"2014"	"911589370"	"Sentrumkirka"	"11"
"2015"	"911589370"	"Sentrumkirka"	"31"
"2016"	"911589370"	"Sentrumkirka"	"31"
"2017"	"911589370"	"Sentrumkirka"	"36"
"2010"	"911626500"		"—"
"2011"	"911626500"		"—"
"2012"	"911626500"		"—"
"2013"	"911626500"		"—"
"2014"	"911626500"	"Den Eritreiske Ortodokse Saint Michael Kirke i Trondheim"	"181"
"2015"	"911626500"	"Den Eritreiske Ortodokse Saint Michael Kirke i Trondheim"	"306"
"2016"	"911626500"	"Den Eritreiske Ortodokse Saint Michael Kirke i Trondheim"	"405"
"2017"	"911626500"	"Den Eritreiske Ortodokse Saint Michael Kirke i Trondheim"	"447"
"2010"	"911633647"		"—"
"2011"	"911633647"		"—"
"2012"	"911633647"		"—"
"2013"	"911633647"		"—"
"2014"	"911633647"		"—"
"2015"	"911633647"		"—"
"2016"	"911633647"	"St. Georgs Ortodokse, Kristne Kirke"	"155"
"2017"	"911633647"	"St. Georgs Ortodokse, Kristne Kirke"	"112"
"2010"	"911642360"		"—"
"2011"	"911642360"		"—"
"2012"	"911642360"		"—"
"2013"	"911642360"		"—"
"2014"	"911642360"	"Thailandske Buddhist Meditasjons Trossamfunn Agder"	"92"
"2015"	"911642360"	"Thailandske Buddhist Meditasjons Trossamfunn Agder"	"119"
"2016"	"911642360"	"Thailandske Buddhist Meditasjons Trossamfunn Agder"	"113"
"2017"	"911642360"	"Thailandske Buddhist Meditasjons Trossamfunn Agder"	"124"
"2010"	"911650495"		"—"
"2011"	"911650495"		"—"
"2012"	"911650495"		"—"
"2013"	"911650495"		"—"
"2014"	"911650495"	"Menigheten Nytt Liv Suldal"	"10"
"2015"	"911650495"	"Menigheten Nytt Liv Suldal"	"11"
"2016"	"911650495"	"Menigheten Nytt Liv Suldal"	"7"
"2017"	"911650495"	"Menigheten Nytt Liv Suldal"	"9"
"2010"	"911872382"		"—"
"2011"	"911872382"		"—"
"2012"	"911872382"		"—"
"2013"	"911872382"		"—"
"2014"	"911872382"	"Det Øst Kurdiske Tro Senter"	"371"
"2015"	"911872382"	"Islams Kurdiske Tro Senter"	"381"
"2016"	"911872382"	"Islams Kurdiske Tro Senter"	"466"
"2017"	"911872382"	"Islams Kurdiske Tro Senter"	"626"
"2010"	"911913461"		"—"
"2011"	"911913461"		"—"
"2012"	"911913461"		"—"
"2013"	"911913461"		"—"
"2014"	"911913461"		"—"
"2015"	"911913461"		"—"
"2016"	"911913461"	"Rock International Church"	"17"
"2017"	"911913461"	"Rock International Church"	"20"
"2010"	"911967871"		"—"
"2011"	"911967871"		"—"
"2012"	"911967871"		"—"
"2013"	"911967871"		"—"
"2014"	"911967871"		"—"
"2015"	"911967871"	"Mo i Rana Islamisk Kultursenter"	"12"
"2016"	"911967871"	"Mo i Rana Islamisk Kultursenter"	"141"
"2017"	"911967871"	"Mo i Rana Islamisk Kultursenter"	"161"
"2010"	"911968754"		"—"
"2011"	"911968754"		"—"
"2012"	"911968754"		"—"
"2013"	"911968754"		"—"
"2014"	"911968754"		"—"
"2015"	"911968754"		"—"
"2016"	"911968754"	"Engelen Mikael Ortodokse Kristne Kirke"	"50"
"2017"	"911968754"	"Engelen Mikael Ortodokse Kristne Kirke"	"49"
"2010"	"912028410"		"—"
"2011"	"912028410"		"—"
"2012"	"912028410"		"—"
"2013"	"912028410"		"—"
"2014"	"912028410"	"Buddhist Watpahbodhidhamm Drammen"	"122"
"2015"	"912028410"	"Buddhist Watpahbodhidhamm Drammen"	"292"
"2016"	"912028410"	"Buddhist Watpahbodhidhamm Drammen"	"394"
"2017"	"912028410"	"Buddhist Watpahbodhidhamm Drammen"	"460"
"2010"	"912202984"		"—"
"2011"	"912202984"		"—"
"2012"	"912202984"		"—"
"2013"	"912202984"		"—"
"2014"	"912202984"	"C3 Church Fredrikstad"	"30"
"2015"	"912202984"	"C3 Church Fredrikstad"	"68"
"2016"	"912202984"	"C3 Church Fredrikstad"	"70"
"2017"	"912202984"	"C3 Church Fredrikstad"	"54"
"2010"	"912395014"		"—"
"2011"	"912395014"		"—"
"2012"	"912395014"		"—"
"2013"	"912395014"		"—"
"2014"	"912395014"	"Eritrean Mahbere Medhani Alem"	"70"
"2015"	"912395014"		"—"
"2016"	"912395014"	"Eritreisk Ortodoks Tewahedo Medhani Alem Kirke i Harstad"	"65"
"2017"	"912395014"		"—"
"2010"	"912442330"		"—"
"2011"	"912442330"		"—"
"2012"	"912442330"		"—"
"2013"	"912442330"		"—"
"2014"	"912442330"	"Pinsekirken Noah, Arna"	"2"
"2015"	"912442330"	"Pinsekirken Noah, Arna"	"17"
"2016"	"912442330"	"Pinsekirken Noah, Arna"	"25"
"2017"	"912442330"	"Pinsekirken Noah, Arna"	"32"
"2010"	"912473503"		"—"
"2011"	"912473503"		"—"
"2012"	"912473503"		"—"
"2013"	"912473503"		"—"
"2014"	"912473503"	"Sentrumskirka Levanger"	"19"
"2015"	"912473503"	"Sentrumskirka Levanger"	"31"
"2016"	"912473503"	"Sentrumskirka Levanger"	"40"
"2017"	"912473503"	"Sentrumskirka Levanger"	"53"
"2010"	"912523853"		"—"
"2011"	"912523853"		"—"
"2012"	"912523853"		"—"
"2013"	"912523853"		"—"
"2014"	"912523853"	"Familiekirken i Follo"	"8"
"2015"	"912523853"	"Familiekirken i Follo"	"12"
"2016"	"912523853"	"Familiekirken i Follo"	"25"
"2017"	"912523853"	"Familiekirken i Follo"	"20"
"2010"	"912642143"		"—"
"2011"	"912642143"		"—"
"2012"	"912642143"		"—"
"2013"	"912642143"		"—"
"2014"	"912642143"	"Lovsangsmenigheten The Tabernacle Of David"	"12"
"2015"	"912642143"	"Lovsangsmenigheten The Tabernacle Of David"	"14"
"2016"	"912642143"	"Lovsangsmenigheten The Tabernacle Of David"	"14"
"2017"	"912642143"	"Lovsangsmenigheten The Tabernacle Of David"	"12"
"2010"	"912683931"		"—"
"2011"	"912683931"		"—"
"2012"	"912683931"		"—"
"2013"	"912683931"		"—"
"2014"	"912683931"		"—"
"2015"	"912683931"	"Eritreisk St. Kidane Mihret Tewahdo Orthodokses Kirken i Grenland"	"262"
"2016"	"912683931"	"Eritreisk St. Kidane Mihret Tewahdo Orthodokses Kirken i Grenland"	"314"
"2017"	"912683931"	"Eritreisk St. Kidane Mihret Tewahdo Orthodokses Kirken i Grenland"	"349"
"2010"	"912714152"		"—"
"2011"	"912714152"		"—"
"2012"	"912714152"		"—"
"2013"	"912714152"		"—"
"2014"	"912714152"	"Menigheten Nytt Liv Austevoll"	"4"
"2015"	"912714152"	"Menigheten Nytt Liv Austevoll"	"10"
"2016"	"912714152"		"—"
"2017"	"912714152"		"—"
"2010"	"912799867"		"—"
"2011"	"912799867"		"—"
"2012"	"912799867"		"—"
"2013"	"912799867"		"—"
"2014"	"912799867"	"St Mary's Menighet"	"229"
"2015"	"912799867"	"St Mary's Menighet"	"298"
"2016"	"912799867"	"St Mary's Menighet"	"311"
"2017"	"912799867"	"St Mary's Menighet"	"347"
"2010"	"912975487"		"—"
"2011"	"912975487"		"—"
"2012"	"912975487"		"—"
"2013"	"912975487"		"—"
"2014"	"912975487"	"Al-Sadek Centre"	"189"
"2015"	"912975487"	"Al-Sadek Centre"	"273"
"2016"	"912975487"	"Al-Sadek Centre"	"260"
"2017"	"912975487"	"Al-Sadek Centre"	"197"
"2010"	"912993264"		"—"
"2011"	"912993264"		"—"
"2012"	"912993264"		"—"
"2013"	"912993264"		"—"
"2014"	"912993264"		"—"
"2015"	"912993264"	"Ortodoks Troskap i Møre-Romsdal (Otimr)"	"89"
"2016"	"912993264"	"Ortodoks Troskap i Møre-Romsdal (Otimr)"	"168"
"2017"	"912993264"	"Den Eritriske Ortodoks Twahdo i Molde"	"212"
"2010"	"913042743"		"—"
"2011"	"913042743"		"—"
"2012"	"913042743"		"—"
"2013"	"913042743"		"—"
"2014"	"913042743"		"—"
"2015"	"913042743"		"—"
"2016"	"913042743"	"Fredrikstad Tabernakel"	"25"
"2017"	"913042743"	"Fredrikstad Tabernakel"	"30"
"2010"	"913155505"		"—"
"2011"	"913155505"		"—"
"2012"	"913155505"		"—"
"2013"	"913155505"		"—"
"2014"	"913155505"	"Fjellregion Islamic Kultur Senter"	"135"
"2015"	"913155505"	"Fjellregion Islamic Kultur Senter"	"184"
"2016"	"913155505"	"Fjellregion Islamic Kultur Senter"	"247"
"2017"	"913155505"	"Fjellregion Islamic Kultur Senter"	"290"
"2010"	"913173791"		"—"
"2011"	"913173791"		"—"
"2012"	"913173791"		"—"
"2013"	"913173791"		"—"
"2014"	"913173791"	"Eritreiske Ortodokse Tewahedo Kirke Abune Teklehaymanot i Sogndal"	"93"
